,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,KM/yr
207,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.0,11555.56
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1,1497.0,98.6,5.0,2.11,3230.85
209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,11.96,4138.33
210,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,3.25,4500.0
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,4.75,10712.45
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.95,3333.33
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,8.15,3382.12
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,4.22,1214.29
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.5,2346.15
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,45.0,5090.91
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.9,4000.0
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,8.9,1750.0
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,26.0,4333.33
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.22,5033.2
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,3.5,7111.11
222,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,3210.53
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,3.7,10700.0
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.41,5832.2
225,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.65,3200.0
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,8.92,5771.62
228,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.67,4387.83
229,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,5.0,3.6,8804.5
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,0.85,12500.0
231,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,3.32,8687.57
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.6,4090.91
233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.8,9142.86
234,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.5,3753.09
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.64,3541.25
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,7.0,5583.33
237,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87,2714.33
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.27,2992.0
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,18.12,6997.5
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65,7400.0
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.2,7105.88
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.3,15171.75
243,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.9,5200.0
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.75,13111.11
246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.09,4845.0
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,18.5,9111.33
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75,5500.0
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,4857.14
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5,5000.0
251,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8,9443.41
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7,6666.67
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17,8262.5
254,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75,6384.62
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99,10269.2
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65,7166.67
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85,2916.67
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5.95,4645.33
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,1834.89
260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75,10909.09
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6,9551.67
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8,4000.0
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61.29,4969.83
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0,6333.33
266,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35,9833.33
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,4000.0
268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,5153.85
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0,3714.29
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65,9230.77
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77,8663.67
272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25,2769.23
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8,6714.29
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55,2857.14
275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15,6205.0
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0,10500.0
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75,20316.67
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5,3782.5
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,6636.36
280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26,4603.86
281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21,4583.33
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36,2257.4
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95,3428.57
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28,4937.09
285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57,5603.0
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11,4600.0
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96,5005.67
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7,5750.0
289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9,5444.44
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25,9000.0
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0,8000.0
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35,4285.71
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85,7772.25
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7,5273.27
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1,5692.31
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64,9721.38
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8,4115.91
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25,6857.14
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78,3956.5
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26,8384.62
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89,3997.25
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,5833.33
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69,2500.0
304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58,5913.8
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77,6858.44
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26,6000.0
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,8646.11
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0,4833.33
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0,7333.33
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65,9052.17
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05,6526.45
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13,8357.36
315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5,6869.57
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85,8289.36
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65,5909.09
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6,11053.5
319,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25,9200.0
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25,3600.0
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45,5000.0
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7,4363.64
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8,11428.57
324,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8,2666.67
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95,5721.67
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0,2500.0
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67,16238.33
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,7545.45
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95,2642.86
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86,4071.86
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15,9562.0
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3,6596.0
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55,2666.67
335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,2500.0
336,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5,5526.32
337,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4,3294.12
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4,6636.36
339,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25,3454.55
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5,77500.0
341,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8,5333.33
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66,3567.57
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15,6428.57
344,Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,6725.38
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5,14882.67
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45,5700.0
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55,3986.29
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99,3839.62
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25,7272.73
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9,4730.4
351,Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05,5555.56
352,Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75,5000.0
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75,7555.56
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95,1750.0
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0,3500.0
356,Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91,7437.5
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3,3436.75
358,Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7,44285.71
359,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,7000.0
360,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2,2571.43
361,Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75,6916.67
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25,16250.0
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25,5763.64
364,Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65,3250.0
365,Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0,1391.67
366,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25,5000.0
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,5240.0
368,Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9,916.67
369,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75,6428.57
370,Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25,9250.0
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77,4635.12
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49,6500.0
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95,6600.0
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0,4750.0
375,Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0,4500.0
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1,11625.0
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5,983.33
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0,2777.78
379,Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2,5230.77
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48,5946.0
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0,9288.75
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5,6596.0
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77,4597.78
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0,5650.0
385,Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75,4000.0
387,Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,7831.83
388,Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5,7307.69
389,Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5,1500.0
390,Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,6564.5
391,Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0,2500.0
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81,9408.5
393,Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,4111.11
394,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,1933.33
395,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91,7517.25
396,BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0,7468.0
397,Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5,9444.44
398,Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5,8807.89
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0,5090.91
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0,6538.54
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0,2400.0
402,Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92,9615.38
403,Maruti Wagon R LXI BSIII,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75,5300.0
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83,5831.67
405,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95,4147.33
406,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5,5600.0
407,Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95,7500.0
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,4384.62
409,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71,6257.0
410,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67,10627.67
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,3529.9
412,Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05,4744.0
413,BMW 3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5,5125.0
414,Honda BR-V i-VTEC S MT,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5,1500.0
